Date,Open,High,Low,Close,Return %,ASX accum. Return %,Gold USD,Gold AUD,Gold Return %,Gold Accum. Return %,AU/USD,Silver USD,Silver AUD,Silver Return %,Silver Accum. Return %,PE Ratio,Dividend Yield (%)
1/6/92,1704.60,1704.60,1704.60,1704.60,0.00,0.00,352.72,473.52,0.00,0.00,0.74,4.06,5.45,0.00,0.00,18.30,3.60
1/7/92,1700.50,1704.50,1646.40,1665.90,-2.27,-2.27,352.72,473.52,0.00,0.00,0.74,3.97,5.33,-2.22,-2.22,17.30,3.70
1/8/92,1668.40,1685.00,1620.60,1633.30,-1.96,-4.18,343.06,472.34,-0.25,-0.25,0.73,3.82,5.26,-1.31,-3.50,18.20,3.90
1/9/92,1632.80,1632.80,1526.50,1557.90,-4.62,-8.61,345.43,478.57,1.32,1.07,0.72,3.77,5.22,-0.69,-4.17,17.10,4.10
1/10/92,1551.00,1551.00,1483.90,1487.90,-4.49,-12.71,344.38,482.02,0.72,1.80,0.71,3.75,5.25,0.49,-3.70,16.80,4.30
1/11/92,1474.70,1486.70,1417.80,1428.80,-3.97,-16.18,335.02,485.77,0.78,2.59,0.69,3.77,5.47,4.15,0.29,17.40,4.00
1/12/92,1412.70,1467.90,1358.50,1456.40,1.93,-14.56,334.80,484.91,-0.18,2.41,0.69,3.73,5.40,-1.17,-0.88,18.40,3.70
1/1/93,1452.30,1564.70,1442.10,1564.70,7.44,-8.21,329.01,487.55,0.54,2.96,0.67,3.68,5.45,0.94,0.05,18.20,3.80
1/2/93,1576.10,1579.90,1502.20,1536.50,-1.80,-9.86,329.31,482.56,-1.02,1.91,0.68,3.66,5.36,-1.65,-1.60,19.20,3.60
1/3/93,1538.30,1623.90,1538.30,1620.20,5.45,-4.95,330.08,466.03,-3.43,-1.58,0.71,3.65,5.15,-3.91,-5.45,19.40,3.60
1/4/93,1652.80,1689.70,1623.60,1674.50,3.35,-1.77,342.15,481.01,3.22,1.58,0.71,3.96,5.57,8.03,2.14,19.70,3.50
1/5/93,1676.40,1716.00,1662.00,1685.20,0.64,-1.14,367.18,526.53,9.46,11.20,0.70,4.46,6.40,14.88,17.34,20.50,3.40
1/6/93,1668.70,1762.50,1668.10,1737.40,3.10,1.92,371.89,551.93,4.82,16.56,0.67,4.37,6.49,1.41,18.99,19.50,3.40
1/7/93,1732.80,1742.60,1697.70,1734.60,-0.16,1.76,392.19,579.16,4.93,22.31,0.68,5.02,7.41,14.30,36.01,20.60,3.20
1/8/93,1752.30,1837.10,1752.30,1837.10,5.91,7.77,378.84,558.14,-3.63,17.87,0.68,4.84,7.13,-3.81,30.83,21.00,3.10
1/9/93,1846.70,1961.60,1836.00,1961.60,6.78,15.08,355.28,545.10,-2.33,15.12,0.65,4.22,6.47,-9.20,18.79,19.60,3.20
1/10/93,1977.30,1977.30,1856.50,1919.80,-2.13,12.62,364.18,550.07,0.91,16.17,0.66,4.34,6.56,1.24,20.27,21.10,3.00
1/11/93,1928.80,2070.60,1928.80,2070.60,7.85,21.47,373.83,562.00,2.17,18.69,0.67,4.53,6.81,3.89,24.95,20.30,3.20
1/12/93,2091.70,2091.70,1950.20,1953.70,-5.65,14.61,383.30,569.96,1.42,20.37,0.67,4.97,7.39,8.52,35.59,21.60,2.90
1/1/94,1949.00,2113.60,1949.00,2113.60,8.18,23.99,386.88,555.21,-2.59,17.25,0.70,5.14,7.38,-0.19,35.34,22.80,2.80
1/2/94,2115.40,2244.40,2112.80,2244.40,6.19,31.67,381.91,533.31,-3.95,12.63,0.72,5.25,7.33,-0.61,34.51,19.90,3.00
1/3/94,2244.20,2275.60,2079.00,2112.00,-5.90,23.90,384.13,540.08,1.27,14.06,0.71,5.43,7.63,4.14,40.07,18.50,3.30
1/4/94,2112.00,2112.00,1980.10,1980.10,-6.25,16.16,377.27,526.24,-2.56,11.13,0.72,5.31,7.41,-2.98,35.89,18.50,3.30
1/5/94,1980.60,2048.10,1966.80,2004.20,1.22,17.58,381.41,525.97,-0.05,11.08,0.73,5.42,7.47,0.91,37.13,17.10,3.30
1/6/94,1986.30,2072.10,1928.70,2021.20,0.85,18.57,385.64,525.67,-0.06,11.01,0.73,5.39,7.35,-1.70,34.80,16.50,3.50
1/7/94,2036.50,2036.50,1901.30,1931.10,-4.46,13.29,385.49,524.88,-0.15,10.85,0.73,5.28,7.19,-2.15,31.90,17.00,3.60
1/8/94,1907.80,2021.60,1902.20,2003.50,3.75,17.53,380.35,513.91,-2.09,8.53,0.74,5.19,7.01,-2.46,28.66,17.50,3.30
1/9/94,2025.40,2063.90,1983.50,2063.90,3.01,21.08,391.58,528.05,2.75,11.52,0.74,5.52,7.44,6.15,36.57,16.50,3.60
1/10/94,2047.60,2049.20,1952.30,1967.70,-4.66,15.43,389.77,527.99,-0.01,11.50,0.74,5.46,7.40,-0.64,35.70,16.60,3.60
1/11/94,1970.70,1980.90,1906.50,1980.90,0.67,16.21,384.39,509.21,-3.56,7.54,0.75,5.19,6.88,-7.04,26.14,14.90,3.90
1/12/94,1965.20,1965.20,1800.70,1833.80,-7.43,7.58,379.29,490.18,-3.74,3.52,0.77,4.78,6.18,-10.15,13.34,14.70,3.90
1/1/95,1845.30,1884.00,1790.40,1857.40,1.29,8.96,378.55,495.09,1.00,4.56,0.76,4.77,6.24,0.99,14.46,14.30,4.30
1/2/95,1849.10,1849.10,1784.70,1784.70,-3.91,4.70,376.64,506.13,2.23,6.89,0.74,4.72,6.34,1.67,16.37,14.80,4.10
1/3/95,1789.70,1881.10,1782.30,1881.10,5.40,10.35,382.12,520.09,2.76,9.84,0.73,4.65,6.33,-0.22,16.12,14.60,4.10
1/4/95,1878.10,1880.00,1827.10,1867.10,-0.74,9.53,391.03,531.68,2.23,12.28,0.74,5.50,7.48,18.16,37.20,15.70,3.80
1/5/95,1859.10,2006.50,1859.10,2006.50,7.47,17.71,385.22,529.94,-0.33,11.92,0.73,5.54,7.62,1.91,39.83,15.10,3.90
1/6/95,1997.40,2037.60,1957.10,1981.40,-1.25,16.24,387.56,538.38,1.59,13.70,0.72,5.36,7.45,-2.30,36.61,15.50,4.00
1/7/95,1983.20,2000.50,1928.30,1981.00,-0.02,16.21,386.23,530.98,-1.37,12.14,0.73,5.16,7.09,-4.73,30.15,16.10,3.90
1/8/95,1970.10,2104.00,1970.10,2083.30,5.16,22.22,383.65,517.45,-2.55,9.28,0.74,5.39,7.27,2.48,33.38,15.90,4.00
1/9/95,2087.60,2119.90,2063.60,2094.30,0.53,22.86,383.05,508.13,-1.80,7.31,0.75,5.43,7.20,-0.92,32.16,15.90,4.10
1/10/95,2094.40,2124.10,2075.10,2091.30,-0.14,22.69,383.14,505.85,-0.45,6.83,0.76,5.37,7.09,-1.57,30.08,15.60,4.20
1/11/95,2094.30,2094.30,2018.20,2029.70,-2.95,19.07,385.31,517.13,2.23,9.21,0.75,5.32,7.14,0.71,31.00,15.80,4.10
1/12/95,2010.60,2115.00,2010.60,2113.20,4.11,23.97,387.44,522.96,1.13,10.44,0.74,5.18,6.99,-2.07,28.28,16.30,4.10
1/1/96,2119.10,2182.10,2119.10,2154.90,1.97,26.42,399.45,538.39,2.95,13.70,0.74,5.48,7.39,5.64,35.51,15.59,3.61
1/2/96,2178.60,2227.80,2174.30,2227.80,3.38,30.69,404.76,535.56,-0.52,13.10,0.76,5.65,7.48,1.22,37.16,15.44,3.56
1/3/96,2224.40,2240.40,2178.90,2228.20,0.02,30.72,396.21,513.44,-4.13,8.43,0.77,5.53,7.17,-4.14,31.48,15.31,3.74
1/4/96,2249.80,2258.40,2122.20,2164.00,-2.88,26.95,392.85,499.59,-2.70,5.51,0.79,5.41,6.88,-3.99,26.23,15.74,3.63
1/5/96,2166.80,2258.80,2155.00,2248.70,3.91,31.92,391.93,491.57,-1.60,3.81,0.80,5.37,6.74,-2.10,23.57,15.37,3.73
1/6/96,2247.20,2256.00,2179.40,2198.00,-2.25,28.95,385.27,486.75,-0.98,2.79,0.79,5.16,6.52,-3.21,19.61,15.21,2.80
1/7/96,2161.40,2189.50,2134.00,2171.80,-1.19,27.41,383.47,485.81,-0.19,2.60,0.79,5.06,6.41,-1.67,17.61,14.96,2.83
1/8/96,2175.70,2187.10,2030.40,2114.10,-2.66,24.02,387.35,494.84,1.86,4.50,0.78,5.13,6.55,2.23,20.24,15.68,2.96
1/9/96,2121.40,2220.50,2121.40,2196.10,3.88,28.83,383.14,483.15,-2.36,2.03,0.79,5.04,6.36,-3.02,16.61,15.67,2.85
1/10/96,2185.60,2218.60,2148.60,2218.60,1.02,30.15,381.07,481.18,-0.41,1.62,0.79,4.93,6.23,-2.05,14.21,16.03,3.20
1/11/96,2214.90,2312.80,2214.90,2286.20,3.05,34.12,377.85,474.13,-1.47,0.13,0.80,4.83,6.06,-2.64,11.20,16.45,3.18
1/12/96,2276.10,2327.90,2273.60,2325.90,1.74,36.45,369.00,462.83,-2.38,-2.26,0.80,4.82,6.05,-0.25,10.92,17.08,3.85
1/1/97,2322.80,2367.80,2255.40,2367.80,1.80,38.91,355.10,456.60,-1.35,-3.57,0.78,4.77,6.13,1.45,12.53,17.15,3.93
1/2/97,2355.40,2388.50,2344.80,2370.70,0.12,39.08,346.58,451.21,-1.18,-4.71,0.77,5.07,6.60,7.62,21.10,17.10,3.95
1/3/97,2375.20,2444.00,2355.90,2386.00,0.65,39.97,351.81,446.38,-1.07,-5.73,0.79,5.20,6.60,-0.04,21.05,16.14,3.94
1/4/97,2357.80,2404.90,2321.20,2360.50,-1.07,38.48,344.47,442.22,-0.93,-6.61,0.78,4.77,6.12,-7.19,12.35,16.63,3.91
1/5/97,2293.80,2424.10,2293.80,2424.10,2.69,42.21,343.84,443.85,0.37,-6.26,0.77,4.76,6.14,0.34,12.73,17.40,3.78
1/6/97,2421.30,2544.90,2421.30,2544.90,4.98,49.30,340.76,451.93,1.82,-4.56,0.75,4.76,6.31,2.74,15.82,19.02,2.89
1/7/97,2560.50,2664.70,2532.00,2664.70,4.71,56.32,324.10,436.53,-3.41,-7.81,0.74,4.37,5.89,-6.76,7.99,19.23,2.78
1/8/97,2660.20,2685.80,2577.80,2673.70,0.34,56.85,324.01,437.79,0.29,-7.55,0.74,4.50,6.08,3.30,11.55,18.25,3.15
1/9/97,2663.00,2663.00,2526.80,2526.80,-5.49,48.23,322.82,445.90,1.85,-5.83,0.72,4.73,6.53,7.45,19.87,19.49,3.30
1/10/97,2525.30,2718.20,2515.70,2703.10,6.98,58.58,324.87,450.57,1.05,-4.85,0.72,5.03,6.98,6.78,27.99,17.43,3.94
1/11/97,2716.70,2717.60,2260.90,2415.00,-10.66,41.68,306.04,440.48,-2.24,-6.98,0.69,5.08,7.31,4.81,34.15,17.51,3.87
1/12/97,2454.40,2526.20,2389.10,2424.10,0.38,42.21,288.74,435.23,-1.19,-8.08,0.66,5.79,8.73,19.37,60.13,18.57,3.87
1/1/98,2472.00,2567.40,2448.30,2567.40,5.91,50.62,289.10,440.15,1.13,-7.05,0.66,5.88,8.95,2.57,64.25,19.18,3.78
1/2/98,2560.40,2637.00,2492.00,2600.80,1.30,52.58,297.49,441.43,0.29,-6.78,0.67,6.83,10.13,13.21,85.94,19.21,3.80
1/3/98,2613.60,2630.70,2559.00,2626.90,1.00,54.11,295.94,441.85,0.09,-6.69,0.67,6.24,9.32,-8.07,70.93,18.74,3.63
1/4/98,2629.80,2733.00,2591.80,2686.00,2.25,57.57,308.29,472.45,6.93,-0.22,0.65,6.33,9.70,4.12,77.98,18.74,3.63
1/5/98,2694.10,2828.20,2694.10,2709.00,0.86,58.92,299.10,474.28,0.39,0.16,0.63,5.56,8.82,-9.12,61.76,18.59,3.70
1/6/98,2745.90,2754.80,2625.60,2655.30,-1.98,55.77,292.32,483.36,1.91,2.08,0.60,5.27,8.71,-1.16,59.88,18.01,3.85
1/7/98,2631.50,2631.50,2487.80,2620.10,-1.33,53.71,292.87,473.70,-2.00,0.04,0.62,5.46,8.83,1.34,62.03,17.43,3.75
1/8/98,2655.70,2758.90,2647.10,2661.30,1.57,56.12,284.11,481.50,1.65,1.69,0.59,5.18,8.78,-0.59,61.07,15.98,3.75
1/9/98,2629.00,2636.70,2430.10,2430.10,-8.69,42.56,288.98,490.62,1.89,3.61,0.59,5.00,8.49,-3.31,55.74,17.33,3.94
1/10/98,2405.20,2560.40,2402.80,2511.30,3.34,47.32,295.93,478.84,-2.40,1.12,0.62,5.00,8.09,-4.69,48.44,17.52,3.73
1/11/98,2491.90,2563.00,2377.90,2563.00,2.06,50.36,294.12,463.16,-3.27,-2.19,0.64,4.97,7.83,-3.26,43.59,18.34,3.54
1/12/98,2589.60,2691.40,2589.60,2685.60,4.78,57.55,291.68,470.66,1.62,-0.60,0.62,4.88,7.87,0.61,44.47,18.90,3.46
1/1/99,2646.00,2717.60,2586.90,2717.60,1.19,59.43,287.12,453.90,-3.56,-4.14,0.63,5.15,8.14,3.39,49.37,19.43,3.41
1/2/99,2732.20,2800.40,2704.10,2781.70,2.36,63.19,287.33,448.77,-1.13,-5.23,0.64,5.53,8.64,6.09,58.47,19.15,3.44
1/3/99,2805.00,2823.80,2747.20,2768.40,-0.48,62.41,285.96,453.28,1.01,-4.27,0.63,5.19,8.23,-4.75,50.94,19.77,3.33
1/4/99,2794.10,2896.30,2769.40,2867.00,3.56,68.19,282.62,439.39,-3.07,-7.21,0.64,5.07,7.88,-4.19,44.62,20.70,3.20
1/5/99,2872.70,3067.50,2872.70,3027.80,5.61,77.63,276.44,416.85,-5.13,-11.97,0.66,5.27,7.95,0.82,45.80,19.24,3.31
1/6/99,3001.60,3016.80,2820.70,2831.90,-6.47,66.13,261.31,398.09,-4.50,-15.93,0.66,5.03,7.66,-3.57,40.59,20.14,3.32
1/7/99,2848.60,2955.40,2848.60,2903.70,2.54,70.34,256.08,389.93,-2.05,-17.65,0.66,5.18,7.89,2.93,44.71,19.49,3.45
1/8/99,2939.00,3053.90,2939.00,2951.00,1.63,73.12,256.69,397.84,2.03,-15.98,0.65,5.27,8.17,3.55,49.86,19.58,3.06
1/9/99,2937.10,2992.70,2873.60,2875.70,-2.55,68.70,263.11,407.45,2.42,-13.95,0.65,5.23,8.10,-0.84,48.60,18.98,3.65
1/10/99,2920.50,2939.90,2817.00,2817.00,-2.04,65.26,310.72,476.89,17.04,0.71,0.65,5.41,8.30,2.52,52.34,19.81,3.66
1/11/99,2848.80,2871.10,2722.30,2821.40,0.16,65.52,293.18,458.88,-3.78,-3.09,0.64,5.16,8.08,-2.73,48.18,23.29,4.18
1/12/99,2834.30,3021.40,2833.20,2970.30,5.28,74.25,283.07,442.40,-3.59,-6.57,0.64,5.16,8.06,-0.15,47.96,23.16,3.26
1/1/00,2976.30,3117.70,2976.30,3117.70,4.96,82.90,284.32,432.54,-2.23,-8.65,0.66,5.19,7.90,-2.09,44.86,22.37,3.38
1/2/00,3093.70,3160.80,2999.30,3080.20,-1.20,80.70,299.86,477.53,10.40,0.85,0.63,5.25,8.36,5.89,53.40,19.69,3.46
1/3/00,3072.30,3192.30,3072.30,3124.60,1.44,83.30,286.39,469.91,-1.60,-0.76,0.61,5.06,8.30,-0.70,52.33,21.54,3.35
1/4/00,3187.20,3276.40,3133.25,3133.25,0.28,83.81,279.91,468.96,-0.20,-0.96,0.60,5.07,8.49,2.31,55.84,19.77,3.35
1/5/00,3133.30,3201.90,2901.80,3115.80,-0.56,82.79,275.19,476.03,1.51,0.53,0.58,4.99,8.63,1.62,58.37,18.26,3.70
1/6/00,3115.80,3132.00,2985.50,3081.00,-1.12,80.75,285.73,480.12,0.86,1.39,0.60,5.00,8.40,-2.67,54.15,19.44,3.55
1/7/00,3081.00,3313.90,3066.70,3311.18,7.47,94.25,281.59,479.14,-0.20,1.19,0.59,4.97,8.46,0.66,55.16,19.37,3.25
1/8/00,3311.20,3337.40,3226.90,3251.09,-1.81,90.72,274.47,471.86,-1.52,-0.35,0.58,4.88,8.39,-0.80,53.92,18.69,3.30
1/9/00,3251.10,3386.90,3240.70,3297.83,1.44,93.47,273.68,494.09,4.71,4.35,0.55,4.89,8.83,5.23,61.97,18.61,3.38
1/10/00,3297.80,3356.50,3176.10,3298.81,0.03,93.52,270.00,510.60,3.34,7.83,0.53,4.83,9.13,3.46,67.58,18.20,3.35
1/11/00,3298.80,3330.70,3180.30,3254.63,-1.34,90.93,266.01,509.36,-0.24,7.57,0.52,4.68,8.96,-1.89,64.42,18.86,3.41
1/12/00,3254.60,3381.50,3254.50,3274.59,0.61,92.10,271.45,498.00,-2.23,5.17,0.55,4.64,8.51,-5.01,56.18,18.63,3.42
1/1/01,3274.60,3349.00,3171.70,3206.17,-2.09,88.09,265.49,478.41,-3.93,1.03,0.55,4.66,8.40,-1.35,54.07,20.61,3.32
1/2/01,3206.20,3347.80,3206.20,3341.74,4.23,96.04,261.87,490.60,2.55,3.61,0.53,4.55,8.52,1.51,56.40,19.92,3.40
1/3/01,3341.70,3364.60,3278.20,3326.48,-0.46,95.15,263.03,522.53,6.51,10.35,0.50,4.40,8.74,2.54,60.37,17.62,3.68
1/4/01,3326.50,3370.90,3138.20,3147.23,-5.39,84.63,260.48,520.08,-0.47,9.83,0.50,4.37,8.73,-0.18,60.08,19.81,3.39
1/5/01,3147.20,3333.90,3147.20,3329.41,5.79,95.32,272.35,523.36,0.63,10.53,0.52,4.43,8.51,-2.43,56.19,19.65,3.39
1/6/01,3329.40,3444.70,3321.70,3379.11,1.49,98.23,270.23,521.58,-0.34,10.15,0.52,4.36,8.42,-1.15,54.40,19.29,3.18
1/7/01,3379.10,3490.30,3377.80,3490.30,3.29,104.76,267.53,525.38,0.73,10.95,0.51,4.25,8.35,-0.82,53.13,16.87,3.43
1/8/01,3490.30,3490.30,3282.70,3324.52,-4.75,95.03,272.39,519.63,-1.09,9.74,0.52,4.20,8.01,-4.00,47.00,16.91,3.56
1/9/01,3324.50,3424.90,3275.40,3275.75,-1.47,92.17,283.30,561.01,7.96,18.48,0.50,4.35,8.61,7.51,58.04,16.00,3.77
1/10/01,3275.60,3295.10,2882.60,3049.43,-6.91,78.89,282.99,561.09,0.01,18.49,0.50,4.40,8.72,1.27,60.06,16.63,3.65
